Region,Site,Transect,Family,Genus,Species,Length,Comment,a,b,MaxSizeTL,Diet,Position,sstmean,Biomass,Kmax,Kmax_lowq,Kmax_uppq,somatic_G,Md,Fate
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,FALSE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,FALSE
Sub,Longdong,T1,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.539291833,S2,0.01445,2.95,9,Plktiv,BtPlDw,24.70163949,0.6014107,0.72458005,0.623665616,0.840484008,0.005444816,0.010641659,TRUE
