Region,Site,Transect,Family,Genus,Species,Length,Comment,a,b,MaxSizeTL,Diet,Position,sstmean,Biomass,Kmax,somatic_G,Md,Growth_iter
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016061118
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016061118
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016061118
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.015726512
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016228422
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016061118
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016730331
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016395725
NT,825K,T1,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,5.149589833,S2,0.011565983,3,10,Plktiv,BtPlDw,24.70327881,1.579430329,1.366013885,0.016730331,0.012766453,0.016563028
